Original Filename,New Filename,Meeting Name,Round,Document Name
42d71ff21fbe_20250612_meeting_local_governments_common_standards_summary_01.pdf,地方公共団体情報システムにおける標準化にかかる共通基準に関する検討会_第02回_20250612_地方公共団体情報システムにおける標準化にかかる共通基準に関する検討会（第二回）議事要旨.pdf,地方公共団体情報システムにおける標準化にかかる共通基準に関する検討会,2,地方公共団体情報システムにおける標準化にかかる共通基準に関する検討会（第二回）議事要旨
7215418da2b1_20210922_meeting_local_governments_04.pdf,地方公共団体情報システムの標準化に関する法律への対応について_第04回_20210922_資料３.pdf,地方公共団体情報システムの標準化に関する法律への対応について,4,資料３
da2aae5185c1_20241205_meeting_wellbeing_outline_02.pdf,第７回デジタル田園都市国家構想実現に向けた地域幸福度（Well-Being）指標の活用促進に関する検討会_第07回_20241205_資料３.pdf,第７回デジタル田園都市国家構想実現に向けた地域幸福度（Well-Being）指標の活用促進に関する検討会,7,資料３
02576d6ff5d6_20221115_meeting_local_governments_datalinkage_member_01.pdf,地方公共団体の基幹業務システムの統一・標準化に関する共通機能等技術要件検討会_回数不明_20221115_資料１.pdf,地方公共団体の基幹業務システムの統一・標準化に関する共通機能等技術要件検討会,,資料１
a5598a441400_20241217_meeting_service-design-related-guidelines-revision_summary_01.pdf,サービスデザイン関連ガイドライン改訂に係る検討会_第02回_20241217_議事概要.pdf,サービスデザイン関連ガイドライン改訂に係る検討会,2,議事概要
6ea96bc20a7a_20240422_meeting_digital-garden-city-nation-wellbeing_outline_05.pdf,デジタル田園都市国家構想実現に向けた地域幸福度（Well-Being）指標の活用促進に関する検討会_第05回_20240422_資料５.pdf,デジタル田園都市国家構想実現に向けた地域幸福度（Well-Being）指標の活用促進に関する検討会,5,資料５
0079d23aaa4e_20211104_meeting_conception_01.pdf,構想会議_第01回_20211104_資料１.pdf,構想会議,1,資料１
811465a13aaf_20250519_meeting_mynumber_card_mynumber_outline_06.pdf,第193回社会保障審議会 医療保険部会_第193回_20250519_811465a13aaf_20250519_meeting_mynumber_card_mynumber_outline_06.pdf.pdf,第193回社会保障審議会 医療保険部会,193,811465a13aaf_20250519_meeting_mynumber_card_mynumber_outline_06.pdf
b0a63e85ec98_20220520_meeting_administrative_research_working_group_outline_03.pdf,デジタル原則適合に向けたシステム面からのアプローチ_第03回_20220520_meeting_administrative_research_working_group_outline.pdf,デジタル原則適合に向けたシステム面からのアプローチ,3,meeting_administrative_research_working_group_outline
c7df093ae3f8_20221027_meeting_administrative_research_outline_06.pdf,デジタル臨時行政調査会_第05回_20221027_資料６.pdf,デジタル臨時行政調査会,5,資料６
bf0d3a79a059_20221003_meeting_technology_based_regulatory_reform_outline_05.pdf,テクノロジーベースの規制改革推進委員会_第01回_20221003_テクノロジーマップ、技術カタログの在り方について.pdf,テクノロジーベースの規制改革推進委員会,1,テクノロジーマップ、技術カタログの在り方について
b57f6ca000db_20220513_meeting_mynumber_agenda_00.pdf,マイナンバー制度及び国と地方のデジタル基盤抜本改善ワーキンググループ_第04回_20220513_議事次第.pdf,マイナンバー制度及び国と地方のデジタル基盤抜本改善ワーキンググループ,4,議事次第
987111e3a0d4_20221220_meeting_children_outline_03.pdf,こどもに関する情報・データ連携 副大臣プロジェクトチーム_第03回_20221220_meeting_children_outline.pdf,こどもに関する情報・データ連携 副大臣プロジェクトチーム,3,meeting_children_outline
1f74228dde77_20211104_meeting_conception_15.pdf,デジタル社会構想会議_第02回_20211104_第２回デジタル社会構想会議議事録.pdf,デジタル社会構想会議,2,第２回デジタル社会構想会議議事録
149f061590e4_20221219_meeting_digital-garden-city-nation-wellbeing_outline_05.pdf,ウェルビーイング活用会議_回数不明_20221219_資料４.pdf,ウェルビーイング活用会議,,資料４
4fe61776508c_20220323_meeting_administrative_research_working_group_outline_03.pdf,旅行業務取扱管理者の専任について_回数不明_20220323_4fe61776508c_20220323_meeting_administrative_research_working_group_outline_03.pdf.pdf,旅行業務取扱管理者の専任について,,4fe61776508c_20220323_meeting_administrative_research_working_group_outline_03.pdf
e49877b04a5c_20231218_meeting_digital-system-reform_outline_01.pdf,事業者のデジタル化等に係る関係省庁等連絡会議_第01回_20231218_資料１.pdf,事業者のデジタル化等に係る関係省庁等連絡会議,1,資料１
0737f45e8e47_20240611_meeting_digital-system-reform_outline_02.pdf,デジタル臨時行政調査会_回数不明_20240611_0737f45e8e47_20240611_meeting_digital-system-reform_outline_02.pdf.pdf,デジタル臨時行政調査会,,0737f45e8e47_20240611_meeting_digital-system-reform_outline_02.pdf
983022c87fa1_20220809_meeting_ebpm_executive_order_00.pdf,ＥＢＰＭ推進委員会 第２回幹事会_第02回_20220809_983022c87fa1_20220809_meeting_ebpm_executive_order_00.pdf.pdf,ＥＢＰＭ推進委員会 第２回幹事会,2,983022c87fa1_20220809_meeting_ebpm_executive_order_00.pdf
850bfc0b5ced_20230920_meeting_administrative_research_working_group_minutes_07.pdf,デジタル臨時行政調査会作業部会_第24回_20230920_第24回 デジタル臨時行政調査会作業部会 議事録等.pdf,デジタル臨時行政調査会作業部会,24,第24回 デジタル臨時行政調査会作業部会 議事録等
5e3afa057f93_20250930_meeting_identification-guideline-revision_outline_04.pdf,本人確認実務の課題・事例・手法とそのガイドラインに関する有識者会議_第01回_20250930_5e3afa057f93_20250930_meeting_identification-guideline-revision_outline_04.pdf.pdf,本人確認実務の課題・事例・手法とそのガイドラインに関する有識者会議,1,5e3afa057f93_20250930_meeting_identification-guideline-revision_outline_04.pdf
d7da5a4688a7_20210906_meeting_promoting_04.pdf,デジタル社会推進会議幹事会_回数不明_20210906_資料３.pdf,デジタル社会推進会議幹事会,,資料３
d696ce091008_20221220_meeting_children_outline_04.pdf,こどもに関する各種データの連携に係るガイドライン策定検討委員会_回数不明_20221220_実証事業ガイドライン（こどもに関する各種データの連携にかかる留意点等）.pdf,こどもに関する各種データの連携に係るガイドライン策定検討委員会,,実証事業ガイドライン（こどもに関する各種データの連携にかかる留意点等）
55d291f381c8_20221221_meeting_data_strategy_outline_02.pdf,データ戦略推進ワーキンググループ_第05回_20221221_資料２－１.pdf,データ戦略推進ワーキンググループ,5,資料２－１
32fef9ac8805_20220228_meeting_administrative_research_working_group_committee_07.pdf,デジタル臨時行政調査会作業部会法制事務のデジタル化検討チーム_第02回_20220228_議事録.pdf,デジタル臨時行政調査会作業部会法制事務のデジタル化検討チーム,2,議事録
24dc7bee44af_20220623_meeting_EBPM_outline_08.pdf,デジタル社会の実現に向けた重点計画_回数不明_20220623_資料４.pdf,デジタル社会の実現に向けた重点計画,,資料４
d1076b65f06e_20221221_meeting_administrative_research_agenda_00.pdf,デジタル臨時行政調査会_第06回_20221221_議事次第.pdf,デジタル臨時行政調査会,6,議事次第
da22c7736995_20240715_meeting_digital-garden-city-nation-wellbeing_agenda_outline_02.pdf,地域幸福度（Well-Being）指標の活用促進に関する検討会_第06回_20240715_資料３.pdf,地域幸福度（Well-Being）指標の活用促進に関する検討会,6,資料３
30ea324e574c_20211126_meeting_data_pt_02.pdf,こどもに関する情報・データ連携 副大臣プロジェクトチーム_回数不明_20211126_資料２.pdf,こどもに関する情報・データ連携 副大臣プロジェクトチーム,,資料２
0c43d501a178_20240322_meeting_digital-system-reform_agenda_00.pdf,デジタル関係制度改革検討会_第04回_20240322_議事次第.pdf,デジタル関係制度改革検討会,4,議事次第
06e593936579_20250428_meeting_wellbeing_agenda_09.pdf,地域幸福度（Well-Being）指標の活⽤促進に関する検討会_第08回_20250428_06e593936579_20250428_meeting_wellbeing_agenda_09.pdf.pdf,地域幸福度（Well-Being）指標の活⽤促進に関する検討会,8,06e593936579_20250428_meeting_wellbeing_agenda_09.pdf
c986debc4087_20211116_meeting_pf_subwg04.pdf,データ戦略推進WG_第01回_20211116_資料４.pdf,データ戦略推進WG,1,資料４
c2b00260356b_20230913_policies_regtechconsortium_outline_01.pdf,RegTechコンソーシアム_第01回_20230913_RegTechコンソーシアム概要.pdf,RegTechコンソーシアム,1,RegTechコンソーシアム概要
8fa04b099d7f_20221213_meeting_local_governments_identification-management_outline_02.pdf,宛名管理WT_第02回_20221213_資料２.pdf,宛名管理WT,2,資料２
8c6f76c58aee_20230724_meeting_mobility_roadmap_outline_04.pdf,地域交通のリ・デザインとスマートモビリティ_第04回_20230724_資料４.pdf,地域交通のリ・デザインとスマートモビリティ,4,資料４
63ce9ace3555_20240520_meeting_mobility-subworking-group_minutes_01.pdf,AI時代における自動運転車の社会的ルールの在り方検討サブワーキンググループ_第02回_20240520_議事録.pdf,AI時代における自動運転車の社会的ルールの在り方検討サブワーキンググループ,2,議事録
111042017e7e_20221107_meeting_local-governments-application-management_outline_02.pdf,申請管理WT_回数不明_20221107_資料２.pdf,申請管理WT,,資料２
1f4b9066fc19_20220907_meeting_procurement_reform_agenda_00.pdf,デジタル庁情報システム調達改革検討会_第03回_20220907_議事次第.pdf,デジタル庁情報システム調達改革検討会,3,議事次第
006d28736ff4_20250626_meeting_data-security-wp_outline_02.pdf,データセキュリティワーキンググループ_回数不明_20250626_資料１.pdf,データセキュリティワーキンググループ,,資料１
ae9ef53197d5_20220825_meeting_mynumber_outline_02.pdf,マイナポータルＡＰＩ（情報取得系）の現在地と将来像_第02回_20220825_マイナポータルＡＰＩ（情報取得系）の現在地と将来像.pdf,マイナポータルＡＰＩ（情報取得系）の現在地と将来像,2,マイナポータルＡＰＩ（情報取得系）の現在地と将来像
0835ad6b0409_20231205_meeting_digital-system-reform_outline_03.pdf,デジタル関係制度改革検討会_第02回_20231205_資料２.pdf,デジタル関係制度改革検討会,2,資料２
f2b1858f8a0e_20231204_meeting_technology-based-regulatory-reform_outline_01.pdf,テクノロジーベースの規制改革推進委員会_回数不明_20231204_デジタル関係制度改革検討会.pdf,テクノロジーベースの規制改革推進委員会,,デジタル関係制度改革検討会
491f40ea2538_20230802_meeting_card-integration-mynumber-and-insurance-wg_agenda_00.pdf,マイナンバーカードと健康保険証の一体化に関する検討会_第06回_20230802_議事次第.pdf,マイナンバーカードと健康保険証の一体化に関する検討会,6,議事次第
6497e12721c7_20220906_meeting_data_strategy_outline_01.pdf,データ戦略推進WG_第04回_20220906_資料１.pdf,データ戦略推進WG,4,資料１
6395075384ff_20251224_meeting_local_governments_outline_06.pdf,関係省庁会議_回数不明_20251224_地方公共団体の基幹業務等システムの統一・標準化に関する会議資料.pdf,関係省庁会議,,地方公共団体の基幹業務等システムの統一・標準化に関する会議資料
1ac38e47a112_20240703_meeting_local-governments-character-operation_01.pdf,地方公共団体情報システムにおける文字要件の運用に関する検討会_回数不明_20240703_地方公共団体情報システムにおける文字要件の運用に関する検討会報告書.pdf,地方公共団体情報システムにおける文字要件の運用に関する検討会,,地方公共団体情報システムにおける文字要件の運用に関する検討会報告書
a6f13d871735_20211116_meeting_extraordinary_administrative_research_committee_10r.pdf,デジタル臨時行政調査会_第01回_20211116_第１回 デジタル臨時行政調査会 議事録等.pdf,デジタル臨時行政調査会,1,第１回 デジタル臨時行政調査会 議事録等
ea304ca83a07_20231215_meeting_digital-system-reform-wg-legal-practice_summary_05.pdf,デジタル関係制度改革検討会デジタル法制ワーキンググループ_第02回_20231215_議事録等.pdf,デジタル関係制度改革検討会デジタル法制ワーキンググループ,2,議事録等
5e61b95ae1e1_20240606_meeting_mobility-subworking-group_outline_05.pdf,関東交通犯罪遺族の会（あいの会）意見要旨_回数不明_20240606_5e61b95ae1e1_20240606_meeting_mobility-subworking-group_outline_05.pdf.pdf,関東交通犯罪遺族の会（あいの会）意見要旨,,5e61b95ae1e1_20240606_meeting_mobility-subworking-group_outline_05.pdf
cbba4fa87684_20240401_meeting_network_agenda_01.pdf,国・地方ネットワークの将来像及び実現シナリオに関する検討会_第04回_20240401_議事次第.pdf,国・地方ネットワークの将来像及び実現シナリオに関する検討会,4,議事次第
1f335ed7f2ad_20220322_meeting_trust_dx_outline_01.pdf,トラストを確保したDX推進SWG_第07回_20220322_資料１.pdf,トラストを確保したDX推進SWG,7,資料１
36102972b219_20250128_meeting_mobility-working-group7_member_01.pdf,モビリティワーキンググループ_第07回_20250128_36102972b219_20250128_meeting_mobility-working-group7_member_01.pdf.pdf,モビリティワーキンググループ,7,36102972b219_20250128_meeting_mobility-working-group7_member_01.pdf
07b322001207_20250214_mynumbercard-promotion_summary_01.pdf,マイナンバーカードの普及・利用の推進に関する関係省庁連絡会議_第03回_20250214_議事概要.pdf,マイナンバーカードの普及・利用の推進に関する関係省庁連絡会議,3,議事概要
9c6934aa8361_20220217_meeting_legal_practice_doc_04.pdf,デジタル臨時行政調査会作業部会法制事務のデジタル化検討チーム_回数不明_20220217_資料４.pdf,デジタル臨時行政調査会作業部会法制事務のデジタル化検討チーム,,資料４
b2bf2bcd3986_20250214_private-business-dx_outline_02.pdf,事業者のデジタル化等に係る関係省庁等連絡会議_回数不明_20250214_資料2.pdf,事業者のデジタル化等に係る関係省庁等連絡会議,,資料2
19d5f82bd1b5_20250314_meeting_local_governments_common_standards_outline_01.pdf,地方公共団体情報システムの標準化及び非機能要件の標準の概要_回数不明_20250314_資料１.pdf,地方公共団体情報システムの標準化及び非機能要件の標準の概要,,資料１
2d4f98aaa48d_20240920_meeting_digitalsign_modernization_outline_01.pdf,電子署名法認定基準のモダナイズ検討会_回数不明_20240920_開催要領.pdf,電子署名法認定基準のモダナイズ検討会,,開催要領
8cf7c8a3b4a2_20220928_meeting_administrative_research_working_group_outline_02.pdf,テクノロジーベースの規制改革推進委員会_回数不明_20220928_8cf7c8a3b4a2_20220928_meeting_administrative_research_working_group_outline_02.pdf.pdf,テクノロジーベースの規制改革推進委員会,,8cf7c8a3b4a2_20220928_meeting_administrative_research_working_group_outline_02.pdf
ab73b12cbadf_20250428_base-registry-advisory-board_outline_01.pdf,ベース・レジストリ推進有識者会合_回数不明_20250428_ab73b12cbadf_20250428_base-registry-advisory-board_outline_01.pdf.pdf,ベース・レジストリ推進有識者会合,,ab73b12cbadf_20250428_base-registry-advisory-board_outline_01.pdf
9f5671039f5c_20220907_meeting_digital_days_agenda_01.pdf,「デジタルの日」検討委員会_第03回_20220907_議事次第.pdf,「デジタルの日」検討委員会,3,議事次第
6ab9f6e2efd1_20210922_meeting_local_governments_05.pdf,地方公共団体の基幹業務システムの標準化のために検討すべき点について_第05回_20210922_資料４.pdf,地方公共団体の基幹業務システムの標準化のために検討すべき点について,5,資料４
59741b54adf0_20210929_meeting_my_number_03.pdf,マイナンバーに関する会議_第03回_20210929_資料２.pdf,マイナンバーに関する会議,3,資料２
dd079a436041_20220121_meeting_data_pt_06.pdf,こどもに関する情報・データ連携 副大臣プロジェクトチーム_第01回_20220121_資料４.pdf,こどもに関する情報・データ連携 副大臣プロジェクトチーム,1,資料４
3a3f2f6fc00e_20220407_meeting_children_outline_08.pdf,こどもに関する情報・データ連携 副大臣プロジェクトチーム_第03回_20220407_meeting_children_outline_08.pdf,こどもに関する情報・データ連携 副大臣プロジェクトチーム,3,meeting_children_outline_08
d2555f6e57b5_20231218_meeting_digital-system-reform_outline_02.pdf,事業者手続タスクフォース（旧デジタル臨調作業部会で発表）_第02回_20231218_資料２.pdf,事業者手続タスクフォース（旧デジタル臨調作業部会で発表）,2,資料２
306ca98e798c_20240321_mynumbercard-promotion_outline_04.pdf,マイナンバーカードの普及・利活用拡大_第04回_20240321_マイナンバーカード取得促進につながる利活用方策等（今後の鍵となる取り組み）.pdf,マイナンバーカードの普及・利活用拡大,4,マイナンバーカード取得促進につながる利活用方策等（今後の鍵となる取り組み）
637671d20adc_20241126_meeting_digitalsign_modernization_minutes_02.pdf,モダナイズの方向性に関する議論_第02回_20241126_meeting_digitalsign_modernization_minutes.pdf,モダナイズの方向性に関する議論,2,meeting_digitalsign_modernization_minutes
34549a4c7f16_20230908_meeting_local_governments_outline_01.pdf,関係省庁会議_回数不明_20230908_資料１.pdf,関係省庁会議,,資料１
e311cd6ebb04_20231002_meeting_local-governments-character-operation_03.pdf,地方公共団体情報システムにおける文字要件の運用に関する検討会_第01回_20231002_資料２.pdf,地方公共団体情報システムにおける文字要件の運用に関する検討会,1,資料２
69511cd45de7_20220629_meeting_trust_dx_outline_03.pdf,トラストを確保したDX推進サブワーキンググループ_回数不明_20220629_トラストを確保したDX推進サブワーキンググループ構成員.pdf,トラストを確保したDX推進サブワーキンググループ,,トラストを確保したDX推進サブワーキンググループ構成員
68f071c76d49_20231016_meeting_councilsmynumber_all_check_summary_01.pdf,マイナンバー情報総点検本部_第03回_20231016_議事概要.pdf,マイナンバー情報総点検本部,3,議事概要
e1a3fa0bc3b2_20210910_meeting_executive_11.pdf,デジタル庁コンプライアンス委員会_第11回_20210910_資料10.pdf,デジタル庁コンプライアンス委員会,11,資料10
6c1703b85e35_20220125_meeting_trust_dx_outline_04.pdf,トラストを確保したDX推進サブワーキンググループ議事概要_第04回_20220125_トラストを確保したDX推進サブワーキンググループ議事概要.pdf,トラストを確保したDX推進サブワーキンググループ議事概要,4,トラストを確保したDX推進サブワーキンググループ議事概要
f91813ed909b_20220210_meeting_administrative_research_working_group_outline_04.pdf,デジタル臨時行政調査会作業部会_第01回_20220210_デジタル原則への適合性の点検・見直し作業の方針案（類型化・フェーズ）.pdf,デジタル臨時行政調査会作業部会,1,デジタル原則への適合性の点検・見直し作業の方針案（類型化・フェーズ）
f866b8a28295_20230329_meeting_mynumber_outline_01.pdf,マイナンバー制度及び国と地方のデジタル基盤抜本改善ワーキンググループ_第08回_20230329_マイナンバー制度及び国と地方のデジタル基盤抜本改善ワーキンググループ（第８回）.pdf,マイナンバー制度及び国と地方のデジタル基盤抜本改善ワーキンググループ,8,マイナンバー制度及び国と地方のデジタル基盤抜本改善ワーキンググループ（第８回）
d1ae086e5e83_20220801_meeting_procurement_reform_outline_02.pdf,デジタル庁情報システム調達改革検討会_回数不明_20220801_資料１.pdf,デジタル庁情報システム調達改革検討会,,資料１
41b190edbe14_20221220_meeting_children_outline_05.pdf,こども家庭支援会議_第05回_20221220_41b190edbe14_20221220_meeting_children_outline_05.pdf,こども家庭支援会議,5,41b190edbe14_20221220_meeting_children_outline_05
41ceeddb6a84_20251009_meeting_wellbeing_outline.pdf,地域幸福度（Well-Being）指標の活用促進に関する検討会_回数不明_20251009_41ceeddb6a84_20251009_meeting_wellbeing_outline.pdf.pdf,地域幸福度（Well-Being）指標の活用促進に関する検討会,,41ceeddb6a84_20251009_meeting_wellbeing_outline.pdf
de03151386d4_20230808_meeting_councilsmynumber_all_check_outline_03.pdf,マイナンバー実態調査結果会議_回数不明_20230808_個人情報とマイナンバーの紐付け方法についての実態調査の結果.pdf,マイナンバー実態調査結果会議,,個人情報とマイナンバーの紐付け方法についての実態調査の結果
5a6343563b55_20221027_meeting_administrative_research_order_00.pdf,デジタル臨時行政調査会_第05回_20221027_デジタル臨時行政調査会（第５回）議事次第.pdf,デジタル臨時行政調査会,5,デジタル臨時行政調査会（第５回）議事次第
6c026c0a1f25_20211025_meeting_data_strategy_wg_01.pdf,データ戦略推進WG_第01回_20211025_資料１.pdf,データ戦略推進WG,1,資料１
66bd19db9648_20230530_meeting_administrative_research_outline_12.pdf,行政手続のデジタル完結に向けた方針等_第12回_20230530_66bd19db9648_20230530_meeting_administrative_research_outline_12.pdf.pdf,行政手続のデジタル完結に向けた方針等,12,66bd19db9648_20230530_meeting_administrative_research_outline_12.pdf
d1a32f6c8579_20221115_meeting_standard-specifications-designated-city_agenda_overview_02.pdf,標準仕様の指定都市における課題等検討会_第01回_20221115_議事概要.pdf,標準仕様の指定都市における課題等検討会,1,議事概要
28261c426408_20221130_meeting_administrative_research_working_group_outline_03.pdf,デジタル本人確認を選択するためのガイドラインの検討状況について_第03回_20221130_28261c426408_20221130_meeting_administrative_research_working_group_outline_03.pdf.pdf,デジタル本人確認を選択するためのガイドラインの検討状況について,3,28261c426408_20221130_meeting_administrative_research_working_group_outline_03.pdf
d0a75c8e355c_20221012_meeting_local_governments_common_features_outline_07.pdf,地方公共団体情報システムデータ要件・連携要件標準仕様書_第01回_20221012_d0a75c8e355c_20221012_meeting_local_governments_common_features_outline_07.pdf.pdf,地方公共団体情報システムデータ要件・連携要件標準仕様書,1,d0a75c8e355c_20221012_meeting_local_governments_common_features_outline_07.pdf
d67f12dca27a_20230808_meeting_councilsmynumber_all_check_outline_02.pdf,マイナンバー制度及びマイナンバーカードに関する政策パッケージ_回数不明_20230808_資料２.pdf,マイナンバー制度及びマイナンバーカードに関する政策パッケージ,,資料２
e45153c74772_20230921_meeting_network_summary_04.pdf,国・地方ネットワークの将来像及び実現シナリオに関する検討会_第01回_20230921_議事要旨.pdf,国・地方ネットワークの将来像及び実現シナリオに関する検討会,1,議事要旨
f36e7904af04_20220222_meeting_administrative_research_working_group_order_00.pdf,デジタル臨時行政調査会作業部会_第02回_20220222_f36e7904af04_20220222_meeting_administrative_research_working_group_order_00.pdf.pdf,デジタル臨時行政調査会作業部会,2,f36e7904af04_20220222_meeting_administrative_research_working_group_order_00.pdf
d9a4d3038056_20230808_meeting_administrative_research_working_group_outline_01.pdf,不動産テックにおけるアドレス・ベースレジストリの必要性_回数不明_20230808_meeting_administrative_research_working_group_outline_01.pdf,不動産テックにおけるアドレス・ベースレジストリの必要性,,meeting_administrative_research_working_group_outline_01
8d812c2de088_20240312_meeting_global-data-governance_summary_04.pdf,国際データガバナンス検討会_第01回_20240312_議事要旨.pdf,国際データガバナンス検討会,1,議事要旨
fce1318f810b_20230426_meeting_administrative_research_working_group_outline_02.pdf,デジタル臨時行政調査会作業部会_第02回_20230426_fce1318f810b_20230426_meeting_administrative_research_working_group_outline_02.pdf.pdf,デジタル臨時行政調査会作業部会,2,fce1318f810b_20230426_meeting_administrative_research_working_group_outline_02.pdf
4dc16f59d853_20221220_meeting_local-governments-application-management_outline_04.pdf,申請管理WT_申請管理に関する課題_第04回_20221220_資料４.pdf,申請管理WT_申請管理に関する課題,4,資料４
d889c1d10918_20220210_meeting_administrative_research_working_group_outline_06rr.pdf,デジタル臨時行政調査会作業部会_第06回_20220210_デジタル臨時行政調査会作業部会法制事務のデジタル化検討チームの設置について.pdf,デジタル臨時行政調査会作業部会,6,デジタル臨時行政調査会作業部会法制事務のデジタル化検討チームの設置について
ef91d2fa64e2_20221026_meeting_smartphone_mynumbercard_summary_02.pdf,マイナンバーカードの機能のスマートフォン搭載に関する検討会_第02回_20221026_議事概要.pdf,マイナンバーカードの機能のスマートフォン搭載に関する検討会,2,議事概要
54653ba6fef8_20220222_meeting_administrative_research_working_group_outline_03.pdf,デジタル臨時行政調査会作業部会_第02回_20220222_54653ba6fef8_20220222_meeting_administrative_research_working_group_outline_03.pdf.pdf,デジタル臨時行政調査会作業部会,2,54653ba6fef8_20220222_meeting_administrative_research_working_group_outline_03.pdf
f0958b43f840_20211213_meeting_trust_dx_07.pdf,トラストを確保したDX推進サブワーキンググループ_第07回_20211213_f0958b43f840_20211213_meeting_trust_dx_07.pdf.pdf,トラストを確保したDX推進サブワーキンググループ,7,f0958b43f840_20211213_meeting_trust_dx_07.pdf
6aa34d6c7444_20220208_meeting_trust_dx_outline_02.pdf,トラストを確保したDX推進SWG_第01回_20220208_資料２.pdf,トラストを確保したDX推進SWG,1,資料２
9b41cd6ded0f_20221214_meeting_multi-stakeholder-model-for-digital-transformation_outline_01.pdf,デジタル庁会議_回数不明_20221214_ポジション・ペーパー.pdf,デジタル庁会議,,ポジション・ペーパー
2cd109a29a00_20220929_meeting_my_number_agenda_00.pdf,マイナンバーカードの普及と健康保険証利用に関する関係府省庁会議_第08回_20220929_マイナンバーカードの普及と健康保険証利用に関する関係府省庁会議（第８回）議事次第.pdf,マイナンバーカードの普及と健康保険証利用に関する関係府省庁会議,8,マイナンバーカードの普及と健康保険証利用に関する関係府省庁会議（第８回）議事次第
6bbd3442a94e_20211227_meeting_trust_dx_04r.pdf,クラウド型電⼦署名サービス協議会_第03回_20211227_資料２.pdf,クラウド型電⼦署名サービス協議会,3,資料２
c7ab9cdf5dfb_20220906_meeting_data_strategy_outline_02.pdf,データ戦略推進WG_第04回_20220906_資料２.pdf,データ戦略推進WG,4,資料２
ec1e4de4e899_20240205_meeting_digital-garden-city-nation-wellbeing_outline_01.pdf,デジタル社会推進会議_回数不明_20240205_資料1.pdf,デジタル社会推進会議,,資料1
485ccf2966b4_20250310_meeting_verifiable-credential-governance_outline_03.pdf,デジタル資産利活用に関する会議_回数不明_20250310_485ccf2966b4_20250310_meeting_verifiable-credential-governance_outline_03.pdf.pdf,デジタル資産利活用に関する会議,,485ccf2966b4_20250310_meeting_verifiable-credential-governance_outline_03.pdf
e0a982b63b63_20220413_meeting_mobility_member_02.pdf,モビリティ・イノベーション連携研究機構会議_第02回_20220413_資料２.pdf,モビリティ・イノベーション連携研究機構会議,2,資料２
4c5e5782f5c6_20240425_meeting_network_summary_02.pdf,国・地方ネットワークの将来像及び実現シナリオに関する検討会_第05回_20240425_第５回国・地方ネットワークの将来像及び実現シナリオに関する検討会議事要旨.pdf,国・地方ネットワークの将来像及び実現シナリオに関する検討会,5,第５回国・地方ネットワークの将来像及び実現シナリオに関する検討会議事要旨
e0400c5a1043_20240214_meeting_mobility-working-group_outline_04.pdf,モビリティワーキンググループ_第01回_20240214_議事概要.pdf,モビリティワーキンググループ,1,議事概要
065a0732fb76_20250428_meeting_wellbeing_agenda_06.pdf,デジ田チーム会議_第06回_20250428_資料７.pdf,デジ田チーム会議,6,資料７
f1995c5b84c2_20221228_meeting_executive_outline_01.pdf,デジタル社会推進会議幹事会_回数不明_20221228_安全保障等の機微な情報等に係る政府情報システムの取扱い（案）.pdf,デジタル社会推進会議幹事会,,安全保障等の機微な情報等に係る政府情報システムの取扱い（案）
13f5c50f59f5_20250321_meeting_education-authentication_record_01.pdf,教育分野の認証基盤の在り方に関する検討会_第02回_20250321_議事録.pdf,教育分野の認証基盤の在り方に関する検討会,2,議事録
68af2ec845e9_20220413_meeting_administrative_research_working_group_outline_01.pdf,法制事務のデジタル化に向けた工程表（案）について_第01回_20220413_資料１.pdf,法制事務のデジタル化に向けた工程表（案）について,1,資料１
f4ce61e0daeb_20221212_meeting_card-integration-mynumber-and-insurance-wg_outline_02.pdf,マイナンバーカードと健康保険証の一体化に関する検討会_第02回_20221212_資料２.pdf,マイナンバーカードと健康保険証の一体化に関する検討会,2,資料２
90b22a5d714c_20220210_meeting_administrative_research_working_group_outline_01.pdf,デジタル臨時行政調査会作業部会_回数不明_20220210_資料１.pdf,デジタル臨時行政調査会作業部会,,資料１
612ccbbae2ee_20240524_meeting_digital-system-reform-wg-legal-practice_outline_01.pdf,デジタル関係制度改革検討会_回数不明_20240524_資料１.pdf,デジタル関係制度改革検討会,,資料１
a39d560b36f6_20221118_meeting_local_governments_datalinkage_outline_04.pdf,地方公共団体の基幹業務システムの統一・標準化に関する共通機能等技術要件検討会_第04回_20221118_資料４.pdf,地方公共団体の基幹業務システムの統一・標準化に関する共通機能等技術要件検討会,4,資料４
3023ec9b5e46_20231129_meeting_local-governments-character-operation_agenda_00.pdf,地方公共団体情報システムにおける文字要件の運用に関する検討会_第05回_20231129_地方公共団体情報システムにおける文字要件の運用に関する検討会資料.pdf,地方公共団体情報システムにおける文字要件の運用に関する検討会,5,地方公共団体情報システムにおける文字要件の運用に関する検討会資料
b8b998396637_20250428_meeting_wellbeing_agenda_02.pdf,地域幸福度(Well-Being)指標の次なるフェーズに向けて_第02回_20250428_b8b998396637_20250428_meeting_wellbeing_agenda_02.pdf.pdf,地域幸福度(Well-Being)指標の次なるフェーズに向けて,2,b8b998396637_20250428_meeting_wellbeing_agenda_02.pdf
